status	lemma	pos	source_frequency_rank	meaning_ja_candidate	meaning_ja_alternatives	level_candidate	distractor_group_candidate	example_en	example_ja	confidence	source_synsets	notes
approved	compression	noun	8846	圧縮	収斂 / 収縮 / 圧搾	toeic800	technology-noun			13	07313241-n	"縮小や圧縮の過程や結果; the process or result of becoming smaller or pressed together; ""the contraction of a gas on cooling"""
approved	coordinate	noun	8851	座標	コーディネイト / コーディネート	toeic800	learning-noun			19	06010930-n	軸との比較における位置を決定する値; a number that identifies a position relative to an axis
approved	cube	noun	8854	立方体	正六面体 / 三乗 / 立方	toeic800	technology-noun			19	13916721-n,13914608-n,03144592-n	正6角形の面のある立方体; 6つの正方形、または方形の面をもつ3次元の形; a hexahedron with six equal squares as faces
approved	decoration	noun	8857	飾り	修飾 / 化粧 / 外装	toeic800	daily-noun			25	03169390-n	美しくするために用いられるもの; something used to beautify
approved	deliberate	adjective	8860	慎重な	丹念 / 優長 / 入念	toeic800	quality-adjective			19	01271961-a	"のんびりしている、慎重である、威厳; unhurried and with care and dignity; ""walking at the same measured pace""; ""with all deliberate speed"""
approved	deliberate	verb	8861	熟考する	弁論 / 思慮 / 思料	toeic800	thinking-verb			13	00813044-v	"慎重に思い遣る; 考慮する; think about carefully; weigh; ""They considered the possibility of a strike""; ""Turn the proposal over in your mind"""
approved	despair	noun	8862	絶望	失望 / 悲観 / 捨鉢	toeic800	business-noun			31	07541923-n	"すべてが間違っていて何もうまくいかない気持ち; the feeling that everything is wrong and nothing will turn out well; ""they moaned in despair and dismay""; ""one harsh word would send her into the depths of despair"""
approved	despair	verb	8863	絶望する	悲観 / 絶念 / 絶望	toeic800	basic-verb-action			22	01810933-v	"見限る; 落胆する; abandon hope; give up hope; lose heart; ""Don't despair--help is on the way!"""
approved	dividend	noun	8864	配当金	利益配当 / 分配金 / 被除数	toeic800	business-noun			28	13408023-n,13732953-n,13273836-n	株主に配られる株式会社の収入のその部分; 通常四半期で支払われる; that part of the earnings of a corporation that is distributed to its shareholders; usually paid quarterly
approved	drift	verb	8867	漂う	浮游 / 浮遊 / 漂う	toeic800	basic-verb-action			31	01902783-v	"微風または水流によって動いている; be in motion due to some air or water current; ""The leaves were blowing in the wind""; ""the boat drifted on the lake""; ""The sailboat was adrift on the open sea""; ""the shipwrecked boat drifted away from the shore"""
approved	electron	noun	8869	電子	陰電子 / エレクトロン	toeic800	learning-noun			31	09271904-n	負電荷の素粒子; an elementary particle with negative charge
approved	endure	verb	8870	耐える	了見 / 堪る / 堪忍	toeic800	thinking-verb			31	00668099-v	"不快な何かまたは誰かを我慢する; put up with something or somebody unpleasant; ""I cannot bear his constant criticism""; ""The new secretary had to endure a lot of unprofessional remarks""; ""he learned to tolerate the heat""; ""She stuck out two years in a miserable marriage"""
approved	enzyme	noun	8871	酵素	エンザイム	toeic800	technology-noun			29	14732946-n	細胞によって生み出され、特定の生化学的反応において触媒の役割を果たす様々な複合タンパク質の総称; any of several complex proteins that are produced by cells and act as catalysts in specific biochemical reactions
approved	globally	adverb	8874	世界的に		toeic800	manner-adverb			13	00128882-r	"世界中で、世界を通じて; throughout the world; ""this is globally significant"""
approved	hatch	verb	8877	孵化する	ふ卵 / 孵る / 孵化	toeic800	basic-verb-action			19	00063095-v,00060185-v	"卵から現れる; （卵）に座る; emerge from the eggs; ""young birds, fish, and reptiles hatch"""
approved	hormone	noun	8880	ホルモン		toeic800	daily-noun			30	05407119-n	分泌液が特殊な効果を及ぼす組織へ血液を通じて伝達される内分泌線の分泌液; the secretion of an endocrine gland that is transmitted by the blood to the tissue on which it has a specific effect
approved	inadequate	adjective	8881	不十分な	不充分 / 不十分 / 不適切	toeic800	quality-adjective			31	00051696-a	"課題を満たすための必要条件の品質、または供給源に欠いた; lacking the requisite qualities or resources to meet a task; ""inadequate training""; ""the staff was inadequate""; ""she was unequal to the task"""
approved	infinity	noun	8883	無限	万代 / 万劫 / 万古	toeic800	daily-noun			13	15243976-n	終わりのない時間; time without end
approved	intentionally	adverb	8884	意図的に	態と / 態態 / 殊更	toeic800	manner-adverb			16	00062330-r	"意志をもって; 意図的な方法で; with intention; in an intentional manner; ""he used that word intentionally""; ""I did this by choice"""
approved	lace	noun	8885	レース	レース / 紐	toeic800	technology-noun			13	03631177-n	正対照のオープンウエッブで織られた繊細な装飾的織物; a delicate decorative fabric woven in an open web of symmetrical patterns
approved	membrane	noun	8892	膜		toeic800	technology-noun			16	03743761-n,05426243-n	材料の薄い柔軟な板; 動物または植物の器官または細胞の外側または内側を覆う、あるいはそれらを結合する、組織の柔軟なシート; a thin pliable sheet of material
approved	metallic	adjective	8894	金属の	メタリック	toeic800	quality-adjective			22	01527420-a	"金属を含む、金属で作られた、金属に似ている、または、金属に特徴的な; containing or made of or resembling or characteristic of a metal; ""a metallic compound""; ""metallic luster""; ""the strange metallic note of the meadow lark, suggesting the clash of vibrant blades""- Ambrose Bierce"
approved	murderer	noun	8896	殺人犯	殺人犯 / 殺人者 / 殺害者	toeic800	people-noun			30	10338707-n	殺人を犯す犯人（別の人間の法に反した計画的殺害を行う）; a criminal who commits homicide (who performs the unlawful premeditated killing of another human being)
approved	nickel	noun	8897	ニッケル	ニッケル / ５セント白銅貨 / Ni	toeic800	daily-noun			25	14646610-n	耐腐食性のある、可鍛性の硬い銀色の金属元素; 合金で用いられる; a hard malleable ductile silvery metallic element that is resistant to corrosion; used in alloys; occurs in pentlandite and smaltite and garnierite and millerite
approved	niece	noun	8899	姪	姪御 / 姪っ子 / 姪御さん	toeic800	daily-noun			16	10357613-n	兄弟や姉妹の娘; a daughter of your brother or sister
approved	pardon	noun	8901	許し	了見 / 仮借 / 免罪	toeic800	daily-noun			16	01227190-n	過ちや罪を許す行為; the act of excusing a mistake or offense
approved	pardon	verb	8902	許す	勘弁 / 勘忍 / 堪る	toeic800	basic-verb-action			19	00905852-v	"口実を受け入れる; accept an excuse for; ""Please excuse my dirty hands"""
approved	pier	noun	8904	桟橋	岸壁 / 桟橋 / 波戸	toeic800	travel-noun			16	03933529-n	海岸から水のある方へ突き出て作られた、柱で支えられた台; 船をつけて荷を積み降ろしするための埠頭; a platform built out from the shore into the water and supported by piles; provides access to ships and boats
approved	practiced	adjective	8905	熟練した	勘能 / 堪能 / 巧い	toeic800	condition-adjective			16	02226162-a	"知識、技能、および才能を持っているか、または示すさま; having or showing knowledge and skill and aptitude; ""adept in handicrafts""; ""an adept juggler""; ""an expert job""; ""a good mechanic""; ""a practiced marksman""; ""a proficient engineer""; ""a lesser-known but no less skillful composer""; ""the effect was achieved by skillful retouching"""
approved	predecessor	noun	8906	前任者	先任 / 前任 / 前身	toeic800	people-noun			25	10464711-n	（その地位や職につく際）以前にいた人; one who precedes you in time (as in holding a position or office)
approved	premise	noun	8907	前提		toeic800	daily-noun			16	06753800-n	"真であると想定され、そこから結論が導かれる言明; a statement that is assumed to be true and from which a conclusion can be drawn; ""on the assumption that he has been injured we can infer that he will not to play"""
approved	quiz	verb	8910	テストする	試験 / テスト	toeic800	thinking-verb			13	00786458-v	"何かに関する誰かの知識を試験する; examine someone's knowledge of something; ""The teacher tests us every week""; ""We got quizzed on French irregular verbs"""
approved	rainfall	noun	8911	降雨	来雨 / 降雨 / 雨天	toeic800	daily-noun			16	11501381-n	大気中で凝縮された水蒸気から成る滴という形での水の落下; water falling in drops from vapor condensed in the atmosphere
approved	reckless	adjective	8912	無謀な	無謀 / 向見ず / 無鉄砲	toeic800	quality-adjective			19	00250739-a	"危険または結果の挑戦的な軽視によって特徴づけられる; marked by defiant disregard for danger or consequences; ""foolhardy enough to try to seize the gun from the hijacker""; ""became the fiercest and most reckless of partisans""-Macaulay; ""a reckless driver""; ""a rash attempt to climb Mount Everest"""
approved	remedy	noun	8914	改善策	矯正 / 医薬 / 治療	toeic800	daily-noun			19	00259177-n	間違いや欠陥や悪を直す行為; act of correcting an error or a fault or an evil
approved	remedy	verb	8915	改善する	改正 / 是正 / 更正	toeic800	basic-verb-action			22	00199912-v	"まっすぐであるか正しく設定される; set straight or right; ""remedy these deficiencies""; ""rectify the inequities in salaries""; ""repair an oversight"""
approved	replay	verb	8917	再生する	リプレー	toeic800	basic-verb-action			13	01738347-v	"レコーダーで（記録媒体を）再生する; reproduce (a recording) on a recorder; ""The lawyers played back the conversation to show that their client was innocent"""
approved	revision	noun	8918	修正	修訂 / 加筆 / 変更	toeic800	daily-noun			22	00399393-n	"修正するか、または変更の行為（再考慮および修正を含む）; the act of revising or altering (involving reconsideration and modification); ""it would require a drastic revision of his opinion"""
approved	scent	noun	8920	香り	異香 / 芳芬 / 芳香	toeic800	daily-noun			22	05714466-n	はっきりとした快いにおい; a distinctive odor that is pleasant
approved	slate	verb	8923	予定する		toeic800	basic-verb-action			19	00709844-v	"指定する、または計画する; designate or schedule; ""He slated his talk for 9 AM""; ""She was slated to be his successor"""
approved	stimulus	noun	8924	刺激	刺激 / 鼓舞 / 刺戟剤	toeic800	daily-noun			31	05827684-n	どんな刺激的な情報または出来事でも; 行動を起こす作用; any stimulating information or event; acts to arouse action
approved	sunrise	noun	8927	日の出	曙 / 夜明 / 平明	toeic800	daily-noun			13	15168790-n	"日の出; the first light of day; ""we got up before dawn""; ""they talked until morning"""
approved	surge	noun	8929	急増	急増 / 滾り / 急上昇	toeic800	daily-noun			25	07440240-n	突然の力強い流れ; a sudden forceful flow
approved	surge	verb	8930	押し寄せる	押寄せる / 押し寄せる / 潮の如く押し寄せる	toeic800	basic-verb-action			31	02041206-v	"波または大波のように、上昇して動く; rise and move, as in waves or billows; ""The army surged forward"""
approved	tornado	noun	8935	竜巻	旋風 / 竜巻 / 颶風	toeic800	daily-noun			14	11519450-n	地上へ向かって伸びた漏斗雲が特色で、地上に発生する局地的で激しく破壊的な暴風; a localized and violently destructive windstorm occurring over land characterized by a funnel-shaped cloud extending toward the ground
approved	twilight	noun	8937	夕暮れ	入方 / 夕べ / 夕刻	toeic800	daily-noun			19	15169421-n	"日没の直後; the time of day immediately following sunset; ""he loved the twilight""; ""they finished before the fall of night"""
approved	unprecedented	adjective	8939	前例のない	未曾有 / 無先例 / 類のない	toeic800	quality-adjective			28	00128572-a	"先例がないさま; 新しいさま; having no precedent; novel; ""an unprecedented expansion in population and industry"""
approved	worthless	adjective	8945	価値のない	無用 / 無益 / 無駄	toeic800	quality-adjective			16	02502163-a	"有用性または価値が欠如するさま; lacking in usefulness or value; ""a worthless idler"""
approved	yacht	noun	8946	ヨット	レーシングヨット	toeic800	daily-noun			16	04610013-n	クルージングやレースに使われる、帆や動力によって進む高価な船; an expensive vessel propelled by sail or power and used for cruising or racing
approved	absorb	verb	8949	吸収する	同化 / 取込む / 取りこむ	toeic800	basic-verb-action			31	01539633-v,01539063-v	"染み込む; また、比喩的に、取り入れる; become imbued; ""The liquids, light, and gases absorb"""
approved	accompany	verb	8950	同行する	お供 / 付く / 付す	toeic800	basic-verb-action			31	02025550-v	"一緒に行く、または動く; go or travel along with; ""The nurse accompanied the old lady everywhere"""
approved	alternatively	adverb	8955	あるいは	あるいはまた	toeic800	manner-adverb			16	00063172-r	"代理でまたは代替手段で; in place of, or as an alternative to; ""Felix became a herpetologist instead""; ""alternatively we could buy a used car"""
approved	assurance	noun	8958	自信	自負 / 覚え / 自負心	toeic800	daily-noun			31	05697363-n	"疑いがないこと; 自分と自分の能力への信頼; freedom from doubt; belief in yourself and your abilities; ""his assurance in his superiority did not make him popular""; ""after that failure he lost his confidence""; ""she spoke with authority"""
approved	barber	noun	8959	理容師		toeic800	people-noun			13	09838895-n	職業として髪を切り、ひげを剃る理容師; a hairdresser who cuts hair and shaves beards as a trade
approved	boycott	noun	8965	ボイコット		toeic800	daily-noun			10	00206130-n	あるグループが、ある機関の方針に抗議して、その機関との商業的取引を拒絶すること; a group's refusal to have commercial dealings with some organization in protest against its policies
approved	boycott	verb	8966	ボイコットする	ボイコット	toeic800	basic-verb-action			19	02465494-v	後援することを拒む; と共にビジネスをすることを拒む; refuse to sponsor; refuse to do business with
approved	carpenter	noun	8970	大工	匠人 / 大工 / 宮大工	toeic800	people-noun			31	09896685-n	木工品を作ったり修理したりする大工; a woodworker who makes or repairs wooden objects
approved	competitor	noun	8974	競争相手	対敵 / 敵人 / 敵手	toeic800	daily-noun			31	10533013-n	"打ち負かしたいと願う競争相手; the contestant you hope to defeat; ""he had respect for his rivals""; ""he wanted to know what the competition was doing"""
approved	cuisine	noun	8975	料理	料理法 / 調理法 / レシピー	toeic800	daily-noun			13	07571324-n	料理を準備するような食料の習慣、方法、あるいは準備; the practice or manner of preparing food or the food so prepared
approved	enjoyment	noun	8983	楽しみ	喜び / 御楽 / 快事	toeic800	daily-noun			31	07491708-n	楽しく過ごしている時に感じる喜び; the pleasure felt when having a good time
approved	exhaust	verb	8985	疲れ果てさせる	疲れ果てさせる / 使う / 消尽	toeic800	basic-verb-action			24	00075421-v	"完全にすり減る; wear out completely; ""This kind of work exhausts me""; ""I'm beat""; ""He was all washed up after the exam"""
approved	flee	verb	8987	逃げる	逃亡 / 逃走 / 遁走	toeic800	basic-verb-action			31	02075462-v	"すばやく逃げ出す; run away quickly; ""He threw down his gun and fled"""
approved	glimpse	noun	8990	一目	一瞥 / 一見 / 打見	toeic800	daily-noun			31	00877625-n,05934396-n	すばやく見ること; 短い、あるいは不十分な見方; a quick look
approved	glimpse	verb	8991	ちらりと見る		toeic800	basic-verb-action			28	02119470-v	"ちらりと見る、または、短く見る; catch a glimpse of or see briefly; ""We glimpsed the Queen as she got into her limousine"""
approved	hawk	noun	8992	タカ	タカ / 角帽 / タカ派	toeic800	daily-noun			19	01605630-n	典型的に短くて丸い翼と長い尾を持つ昼行性猛禽; diurnal bird of prey typically having short rounded wings and a long tail
approved	infectious	adjective	8997	伝染性の	感染性	toeic800	quality-adjective			31	02114746-a,02833070-a	"伝染によって引き起こされた、または、伝染を引き起こすことができる; 感染に関する、またはそれの; caused by infection or capable of causing infection; ""viruses and other infective agents""; ""a carrier remains infective without himself showing signs of the disease"""
approved	inferior	adjective	8999	劣った	不良 / 低質 / 劣悪	toeic800	quality-adjective			16	02345272-a	低いか劣った品質の; of low or inferior quality
approved	injustice	noun	9000	不公平	不義 / 失当 / 曲事	toeic800	daily-noun			19	00744616-n,04854389-n	不法な行為; 不当であるか公正を欠いた慣例; an unjust act
approved	insulin	noun	9001	インスリン	インシュリン	toeic800	technology-noun			21	05410646-n	すい臓のランゲルハンス島によって分泌されるホルモン; 肝臓のグリコーゲンの貯蔵を制限し、細胞の糖分の酸化を促進する; hormone secreted by the isles of Langerhans in the pancreas; regulates storage of glycogen in the liver and accelerates oxidation of sugar in cells
approved	intro	noun	9003	紹介	イントロ / 引き合わせ	toeic800	daily-noun			13	07217349-n	他人あるいは世間に正式に知らせること; formally making a person known to another or to the public
approved	kindle	verb	9004	呼び起こす	喚起 / 奮起す / 目覚ます	toeic800	communication-verb			13	01759326-v	"（情緒、感情と反応を）引き起こす; call forth (emotions, feelings, and responses); ""arouse pity""; ""raise a smile""; ""evoke sympathy"""
approved	masterpiece	noun	9007	傑作	傑作 / 名作 / 名品	toeic800	daily-noun			25	03727605-n	芸術家や工芸家の最も優れた作品; the most outstanding work of a creative artist or craftsman
approved	melody	noun	9008	メロディー	節 / 一曲 / 一節	toeic800	learning-noun			31	07028373-n	"特徴的な配列を形成する音符の継承; a succession of notes forming a distinctive sequence; ""she was humming an air from Beethoven"""
approved	memo	noun	9009	メモ	覚 / メモ / 手控	toeic800	daily-noun			13	06506191-n	提案書または督促状; a written proposal or reminder
approved	narrator	noun	9011	語り手	語り / 語手 / 語り手	toeic800	learning-noun			13	10345804-n	物語を話す人; someone who tells a story
approved	obesity	noun	9012	肥満	肥満	toeic800	daily-noun			13	05000342-n	平均以上の肥満; more than average fatness
approved	partisan	adjective	9014	党派的な	偏向した	toeic800	quality-adjective			16	00730731-a	主義や党にささげられる; devoted to a cause or party
approved	pony	noun	9016	ポニー	小馬 / 恙虫 / ポニー	toeic800	daily-noun			13	02382437-n	通常、肩の所で5フィート以下の様々な小型の穏やかな各種の馬; any of various breeds of small gentle horses usually less than five feet high at the shoulder
approved	prolonged	adjective	9019	長引いた	永々しい / 永永しい / 長々しい	toeic800	quality-adjective			28	01439155-a	"期間について、比較的長いさま; 退屈なほど長々しいさま; relatively long in duration; tediously protracted; ""a drawn-out argument""; ""an extended discussion""; ""a lengthy visit from her mother-in-law""; ""a prolonged and bitter struggle""; ""protracted negotiations"""
approved	pupil	noun	9022	生徒	学生 / 生徒 / 教え子	toeic800	learning-noun			31	10665698-n	教育機関に登録されている学習者; a learner who is enrolled in an educational institution
approved	reliance	noun	9023	頼ること	信頼 / 信 / 依存	toeic800	learning-noun			19	05697976-n,14001728-n	"過去の経験による確信; 何かに頼ること; certainty based on past experience; ""he wrote the paper with considerable reliance on the work of other scientists""; ""he put more trust in his own two legs than in the gun"""
approved	reluctant	adjective	9024	気が進まない	気無 / 不本意 / 気無し	toeic800	condition-adjective			22	02566453-a,01293882-a	"いつもの習慣には反して何かをする気が起きない; かかわることに躊躇する; unwillingness to do something contrary to your custom; ""a reluctant smile""; ""loath to admit a mistake"""
approved	retention	noun	9026	保持	保有 / 保つこと / 憶	toeic800	daily-noun			31	00810598-n,04942172-n	何かを保持すること; 流体を保持する力; the act of retaining something
approved	roommate	noun	9030	ルームメイト		toeic800	people-noun			12	10538518-n	あなたと部屋を共有する仲間; an associate who shares a room with you
approved	sofa	noun	9036	ソファ	ソファ / 寝いす / 寝椅子	toeic800	daily-noun			28	04256520-n	二人以上の人のための布張りをした席; an upholstered seat for more than one person
approved	spoil	verb	9039	台無しにする	傷む / 腐る / 腐敗	toeic800	basic-verb-action			18	02527651-v	"台無しにする、壊すまたは破滅させる; make a mess of, destroy or ruin; ""I botched the dinner and we had to eat out""; ""the pianist screwed up the difficult passage in the second movement"""
approved	submarine	noun	9041	潜水艦	潜水艦 / 潜航艇 / サブマリン	toeic800	travel-noun			31	04347754-n	通常水雷で武装している、潜水可能な戦艦; a submersible warship usually armed with torpedoes
approved	taxation	noun	9046	課税	公租 / 公課 / 収税	toeic800	business-noun			13	13308999-n	政府の財源のために市民自体・財産・活動に対して課されて徴収される金銭; charge against a citizen's person or property or activity for the support of government
approved	temper	noun	9047	かんしゃく	癇癪 / 疳癪玉 / 癇癪玉	toeic800	daily-noun			22	07518468-n	"急激に吹き出る怒り; a sudden outburst of anger; ""his temper sparked like damp firewood"""
approved	altar	noun	9053	祭壇	祭壇 / 聖卓 / 聖壇	toeic800	daily-noun			13	02699494-n	神への捧げ物や生け贄がなされる高くなった場所; a raised structure on which gifts or sacrifices to a god are made
approved	automation	noun	9057	自動化	自動化	toeic800	technology-noun			19	00102457-n	"高度な技術を用いた手段; 通常電子ハードウェアを含むこと; the act of implementing the control of equipment with advanced technology; usually involving electronic hardware; ""automation replaces human workers by machines"""
approved	coffin	noun	9064	棺	棺 / 龕 / 坐棺	toeic800	daily-noun			22	03064758-n	死体が埋められるか、または火葬にされる箱; box in which a corpse is buried or cremated
approved	colorful	adjective	9066	色鮮やかな	多彩 / 派手 / カラフル	toeic800	quality-adjective			31	00402419-a,00406867-a	"刺激的な色を持つ; 多様性と関心が著しいさま; having striking color; ""colorful autumn leaves"""
approved	communism	noun	9068	共産主義	共産主義 / コミュニズム / コンミュニズム	toeic800	learning-noun			31	08365855-n,06214744-n	個人所有を廃止する社会主義の形態; 階級差別のない社会の集産主義を主張する政治理論; a form of socialism that abolishes private ownership
approved	conductor	noun	9069	指揮者	楽長 / 指揮者 / 棒振り	toeic800	people-noun			31	09952539-n	楽団を指揮する人; the person who leads a musical group
approved	confront	verb	9070	立ち向かう	対す / 対向 / 対戦	toeic800	basic-verb-action			31	01078783-v	"戦争行為または競争などにおいて敵対する; oppose, as in hostility or a competition; ""You must confront your opponent""; ""Jackson faced Smith in the boxing ring""; ""The two enemies finally confronted each other"""
approved	crow	noun	9071	カラス	鴉 / カラス / クロウ	toeic800	daily-noun			19	01579028-n	耳障りな鳴声を持つ黒鳥; black birds having a raucous call
approved	decisive	adjective	9073	決定的な	確か / 決定的 / 大事	toeic800	quality-adjective			31	00684480-a	"決定すること、または結果を決定する力を持っているさま; determining or having the power to determine an outcome; ""cast the decisive vote""; ""two factors had a decisive influence"""
approved	decorative	adjective	9074	装飾用の	デコラチブ / デコラティブ / デコラティヴ	toeic800	quality-adjective			16	01091234-a	"役に立つ目的よりも美的な物として役立つ; serving an esthetic rather than a useful purpose; ""cosmetic fenders on cars""; ""the buildings were utilitarian rather than decorative"""
approved	definitive	adjective	9075	明確な	一義的 / 確か / 古典的	toeic800	quality-adjective			19	00940969-a	"明確に定義されるか、または定式化される; clearly defined or formulated; ""the plain and unequivocal language of the laws""- R.B.Taney"
approved	disturbed	adjective	9077	不安な	心配 / 沈痛 / 悩ましい	toeic800	emotion-adjective			15	02457167-a	"気がかりな不安、トラブルまたは悲しみに苦しめられるまたは、それらに特徴付けられる; afflicted with or marked by anxious uneasiness or trouble or grief; ""too upset to say anything""; ""spent many disquieted moments""; ""distressed about her son's leaving home""; ""lapsed into disturbed sleep""; ""worried parents""; ""a worried frown""; ""one last worried check of the sleeping children"""
approved	epidemic	noun	9078	流行病	流行病の発生	toeic800	daily-noun			28	07435533-n	感染症の広範囲の発生; 多くの人々は、同時に感染している; a widespread outbreak of an infectious disease; many people are infected at the same time
approved	epidemic	adjective	9079	流行性の		toeic800	quality-adjective			28	01426375-a	"病気に似た何かまたは病気の（特に医学的な）; 同時に、地域社会または住民の多く人々を襲うまたは侵す; (especially of medicine) of disease or anything resembling a disease; attacking or affecting many individuals in a community or a population simultaneously; ""an epidemic outbreak of influenza"""
approved	eternity	noun	9080	永遠	万代 / 万劫 / 万古	toeic800	daily-noun			22	15243976-n,13956905-n	終わりのない時間; 一部の宗教で信じられている、永遠に存在する状態で、来世を意味付ける; time without end
approved	evolve	verb	9082	進化する	考え出す / 考案する / 修習	toeic800	basic-verb-action			22	00251064-v	"発展または進化を経る; undergo development or evolution; ""Modern man evolved a long time ago"""
approved	explode	verb	9083	爆発させる	爆発させる / 破裂させる / 炸裂	toeic800	basic-verb-action			30	00306723-v	"エネルギーの猛烈な放出を伴う破裂を起こす; cause to burst with a violent release of energy; ""We exploded the nuclear bomb"""
approved	fatty	adjective	9086	脂肪の多い		toeic800	quality-adjective			16	00991838-a	"脂肪を含むこと、または脂肪でできている; containing or composed of fat; ""fatty food""; ""fat tissue"""
approved	filthy	adjective	9087	ひどく汚い	泥泥 / 醜穢 / 汚わしい	toeic800	condition-adjective			19	00421590-a	"むかむかするほど汚い; 不快な物質によって満たされるまたはで汚される; disgustingly dirty; filled or smeared with offensive matter; ""as filthy as a pigsty""; ""a foul pond""; ""a nasty pigsty of a room"""
approved	font	noun	9093	書体	フォント	toeic800	technology-noun			13	06825399-n	書体｛しょたい｝ファミリー内での特定のサイズとスタイルの種類; a specific size and style of type within a type family
approved	glue	noun	9095	のり	接着剤	toeic800	daily-noun			16	14702875-n	接着剤として使用される、粘着質の物質でできたセメント; cement consisting of a sticky substance that is used as an adhesive
approved	glue	verb	9096	のりで付ける	接着 / 糊付 / 糊着	toeic800	basic-verb-action			31	01332205-v	"接着剤、または接着剤のようなものでつなぐ、または取り付ける; join or attach with or as if with glue; ""paste the sign on the wall""; ""cut and paste the sentence in the text"""
approved	grandpa	noun	9097	おじいちゃん	祖父 / お祖父 / 御祖父	toeic800	daily-noun			13	10142391-n	父あるいは母の父親; the father of your father or mother
approved	hairy	adjective	9098	毛深い		toeic800	condition-adjective			18	00212173-a	"毛のある、または毛で覆われた; having or covered with hair; ""Jacob was a hairy man""; ""a hairy caterpillar"""
approved	inheritance	noun	9100	相続	後継 / 相続 / 跡取	toeic800	business-noun			19	00083585-n	称号、任務または資産の遺伝継承; hereditary succession to a title or an office or property
approved	ironic	adjective	9101	皮肉な	アイロニカル / アイロニック	toeic800	quality-adjective			16	01266092-a,00563288-a	"ユーモラスに皮肉であるか嘲笑的な; しばしば予想されることと実際にあることの心を打つ違いまたは不一致によって特徴づけられる; humorously sarcastic or mocking; ""dry humor""; ""an ironic remark often conveys an intended meaning obliquely""; ""an ironic novel""; ""an ironical smile""; ""with a wry Scottish wit"""
approved	microwave	verb	9109	レンジで温める		toeic800	basic-verb-action			13	00321936-v	"電子レンジで調理あるいは温める; cook or heat in a microwave oven; ""You can microwave the leftovers"""
approved	minimize	verb	9111	最小限にする	極小化 / 軽視 / 貶する	toeic800	business-verb			31	00427802-v	"小さくする、または、ちっぽけにする; make small or insignificant; ""Let's minimize the risk"""
approved	peel	noun	9114	皮	果皮	toeic800	daily-noun			13	07738353-n	果物や野菜の皮; the rind of a fruit or vegetable
approved	peel	verb	9115	皮をむく	剥ぐ / 剥す / 剥がす	toeic800	basic-verb-action			22	01262936-v	"皮を取り去る; strip the skin off; ""pare apples"""
approved	performer	noun	9116	出演者	パフォーマー	toeic800	people-noun			31	10415638-n	観衆のために演劇または音楽を行う芸人; an entertainer who performs a dramatic or musical work for an audience
approved	picnic	noun	9117	ピクニック	野外の食事	toeic800	daily-noun			18	15138691-n	野外での社交の集まりに用いられる日; a day devoted to an outdoor social gathering
approved	picnic	verb	9118	ピクニックする	ピクニックの食事をする / ピクニック風に食事をする	toeic800	basic-verb-action			15	01168259-v	"戸外で、外で食べる; eat alfresco, in the open air; ""We picnicked near the lake on this gorgeous Sunday"""
approved	predominantly	adverb	9119	主に	優勢 / 圧倒的に	toeic800	manner-adverb			19	00161018-r	"数または影響においてとても大きい; much greater in number or influence; ""the patients are predominantly indigenous"""
approved	primitive	adjective	9121	原始的な	初歩的 / 未発達	toeic800	quality-adjective			31	00818175-a,00817731-a	"技術的な開発の初期の段階に属するさま; 単純さと（しばしば）未熟さによって特徴づけられる; belonging to an early stage of technical development; characterized by simplicity and (often) crudeness; ""the crude weapons and rude agricultural implements of early man""; ""primitive movies of the 1890s""; ""primitive living conditions in the Appalachian mountains"""
approved	psychologist	noun	9125	心理学者	サイコロジスト	toeic800	people-noun			31	10488865-n	心理学の教育を受けた科学者; a scientist trained in psychology
approved	puppet	noun	9126	操り人形	偶人 / 傀儡 / あやつり人形	toeic800	daily-noun			16	04025350-n,09976551-n,04025130-n	人形師によって糸で上から操作される人の小さな人形; 他人のために、いやなことや悪いことをさせられる人; a small figure of a person operated from above with strings by a puppeteer
approved	restrict	verb	9128	制限する	削る / 削減 / 減す	toeic800	basic-verb-action			31	00236592-v,02509287-v,00199309-v	"制限を設ける; 制限の下に置く; place restrictions on; ""curtail drinking in school"""
approved	rivalry	noun	9131	ライバル関係	競争 / 争い	toeic800	daily-noun			13	01168569-n	"利益や賞を目的として競う行為; the act of competing as for profit or a prize; ""the teams were in fierce contention for first place"""
approved	royalty	noun	9133	使用料	原作料 / 特許料 / ロイヤリティ	toeic800	business-noun			27	13257982-n	"特許・著作・資源の使用に当たってそれらの権利の持ち主に対して支払われる料金; payment to the holder of a patent or copyright or resource for the right to use their property; ""he received royalties on his book"""
approved	sausage	noun	9134	ソーセージ	腸詰め / ソーセージ / フランクフルター	toeic800	daily-noun			16	07675627-n	細かく切った肉に香料をたっぷりときかせ、皮に詰めたもの; highly seasoned minced meat stuffed in casings
approved	seize	verb	9135	つかむ	掴る / 握る / 攫む	toeic800	basic-verb-action			31	01212572-v	"つかむ; つかみ取る; take hold of; grab; ""The sales clerk quickly seized the money on the counter""; ""She clutched her purse""; ""The mother seized her child by the arm""; ""Birds of prey often seize small mammals"""
approved	skeleton	noun	9136	骨組み	骨格 / 枠組み	toeic800	daily-noun			13	04226537-n	"加工品を形作る内部のサポート構造; the internal supporting structure that gives an artifact its shape; ""the building has a steel skeleton"""
